2262.082111,1.97E-30,0.09,0.73,-0.002994,5208.4568,57,57
2262.092325,4.32E-30,0.12,0.7,-0.001388,5247.8122,7,5
2262.101357,1.94E-29,0.107,0.68,-0.001951,5261.5818,23,21
2262.11336,7.00E-30,0.083,0.74,-0.003313,5111.3318,75,75
2262.120434,5.10E-30,0.078,0.75,-0.00224,4563.729,85,87
2262.123575,1.49E-30,0.102,0.69,-0.002233,5913.0754,31,29
2262.123673,2.30E-28,0.108,0.68,-0.002424,4796.4808,19,21
2262.12376,9.13E-30,0.085,0.74,-0.003213,3261.8198,69,69
2262.137692,1.60E-29,0.114,0.68,-0.001597,5127.3156,13,11
2262.1391,1.68E-27,0.088,0.74,-0.003035,4775.6398,61,63
2262.144527,2.91E-29,0.098,0.7,-0.002611,4950.8839,39,39
2262.151657,2.21E-26,0.095,0.72,-0.002822,4038.5358,45,47
2262.154988,1.03E-29,0.109,0.68,-0.001809,5374.2594,19,17
2262.157581,1.16E-24,0.08,0.75,-0.003375,3348.1791,81,83
2262.169845,2.50E-30,0.102,0.69,-0.002602,6051.0499,29,31
2262.172269,1.30E-29,0.1,0.7,-0.00237,5456.5982,35,33
2262.175751,4.07E-27,0.099,0.7,-0.00269,4331.2675,35,37
2262.178876,2.64E-29,0.069,0.72,-0.002292,4061.4355,121,119
2262.180236,4.71E-30,0.103,0.68,-0.002163,5651.6176,29,27
2262.18669,1.42E-26,0.068,0.71,-0.003666,2910.5197,127,125
2262.197614,7.40E-26,0.072,0.73,-0.003885,4113.9013,105,107
2262.219277,1.35E-27,0.105,0.68,-0.002501,4477.4663,23,25
2262.243808,2.27E-30,0.091,0.73,-0.002955,5186.5063,55,55
2262.246742,3.30E-29,0.099,0.7,-0.002564,4935.9339,37,37
2262.255292,1.02E-28,0.098,0.7,-0.002718,5246.8961,37,39
2262.263416,4.39E-30,0.086,0.74,-0.002158,4353.7615,67,65
2262.264306,5.11E-29,0.088,0.74,-0.002067,3683.0046,61,59
2262.266784,4.24E-29,0.118,0.69,-0.002136,4946.2285,7,9
2262.280798,7.66E-30,0.066,0.68,-0.004125,3435.8693,145,145
2262.280912,3.60E-24,0.07,0.73,-0.004011,3181.1563,111,113
2262.284243,2.84E-28,0.098,0.7,-0.002718,5035.7618,37,39
2262.293462,8.91E-26,0.088,0.74,-0.003006,3806.8577,59,61
2262.296166,1.13E-29,0.111,0.68,-0.002338,5502.9783,15,17
2262.297109,4.24E-30,0.07,0.72,-0.002748,4676.3408,115,117
2262.304447,2.18E-28,0.112,0.68,-0.002291,4698.7529,13,15
2262.309826,4.16E-25,0.077,0.74,-0.003496,3570.1568,87,89
2262.312604,1.36E-30,0.118,0.69,-0.002136,5798.3239,7,9
2262.322669,8.29E-30,0.084,0.74,-0.00328,5082.2029,73,73
2262.336452,4.07E-29,0.099,0.7,-0.00269,1469.0655,35,37
2262.339182,3.93E-30,0.101,0.69,-0.002302,5732.5075,33,31
2262.343639,3.74E-29,0.1,0.7,-0.002516,4921.7704,35,35
2262.3455,8.06E-28,0.109,0.68,-0.002382,4502.5071,17,19
2262.347006,3.44E-30,0.104,0.68,-0.002093,5705.9511,27,25
2262.352017,1.26E-28,0.1,0.7,-0.002662,5180.6537,33,35
2262.359765,5.56E-30,0.111,0.68,-0.002338,5660.6289,15,17
2262.381385,7.42E-30,0.101,0.69,-0.002302,5574.3815,33,31
2262.399221,2.62E-30,0.092,0.73,-0.002915,5165.3393,53,53
2262.39996,1.09E-30,0.089,0.73,-0.001925,4930.2355,57,59
2262.40339,2.63E-23,0.065,0.67,-0.004501,2834.654,147,149
2262.408829,7.89E-30,0.127,0.69,-0.00125,5022.3469,3,1
2262.41147,9.76E-30,0.087,0.74,-0.003143,3209.5077,65,65
2262.435207,4.23E-29,0.101,0.69,-0.002467,4908.3934,33,33
2262.444994,2.00E-26,0.08,0.75,-0.003375,4328.0987,81,83
2262.451298,1.69E-26,0.098,0.7,-0.002718,4047.769,37,39
2262.462582,3.93E-23,0.064,0.64,-0.004514,2779.3687,167,169
2262.469819,3.04E-30,0.098,0.7,-0.002504,5818.1715,39,37
2262.483415,3.32E-30,0.123,0.69,-0.002018,5331.9778,3,5
2262.484534,1.87E-30,0.099,0.7,-0.00269,6147.9826,35,37
2262.498608,1.36E-30,0.095,0.72,-0.002757,5965.8788,47,45
2262.50266,5.73E-27,0.101,0.69,-0.002633,4229.1201,31,33
2262.514473,3.10E-27,0.087,0.74,-0.003064,4657.0377,63,65
2262.516792,4.14E-25,0.075,0.74,-0.003667,3586.6532,95,97
2262.517635,6.08E-30,0.112,0.68,-0.001668,5453.6316,15,13
2262.521437,4.79E-29,0.102,0.69,-0.002417,4895.803,31,31
2262.526369,9.78E-30,0.084,0.74,-0.003247,5053.8597,71,71
2262.530741,1.69E-25,0.09,0.73,-0.002951,3660.1796,55,57
2262.541535,9.19E-26,0.084,0.74,-0.003158,3830.5822,69,71
2262.549359,3.01E-30,0.093,0.72,-0.002874,5144.9551,51,51
2262.551595,1.71E-28,0.12,0.7,-0.001476,1937.1591,5,7
2262.576843,4.44E-27,0.081,0.75,-0.002126,3791.0618,77,79
2262.590549,3.03E-30,0.099,0.7,-0.00269,6046.7029,35,37
2262.591607,2.06E-28,0.114,0.68,-0.001575,2687.5044,11,13
2262.602319,5.42E-29,0.103,0.68,-0.002366,4883.9992,29,29
2262.626365,1.60E-28,0.095,0.72,-0.002822,5191.1597,45,47
2262.637935,2.30E-30,0.118,0.69,-0.002136,5539.0974,7,9
2262.648559,5.62E-28,0.105,0.68,-0.002501,4652.1649,23,25
2262.651318,2.01E-25,0.087,0.74,-0.003064,3655.1025,63,65
2262.677845,6.15E-29,0.104,0.68,-0.002314,4872.9821,27,27
2262.678017,3.23E-28,0.096,0.71,-0.002771,5032.9317,41,43
2262.681027,1.02E-29,0.088,0.74,-0.00307,3160.3157,61,61
2262.682211,3.99E-29,0.09,0.73,-0.003036,2299.8041,57,55
2262.687439,1.92E-25,0.084,0.74,-0.003158,3673.8931,69,71
2262.688331,3.87E-30,0.116,0.69,-0.001527,5483.3689,11,9
2262.690296,1.47E-29,0.081,0.75,-0.003376,3196.0811,79,79
2262.693445,3.44E-30,0.094,0.72,-0.002832,5125.3544,49,49
2262.696995,1.26E-30,0.109,0.68,-0.001081,3209.7116,19,17
2262.714115,5.15E-26,0.081,0.75,-0.002126,2541.669,77,79
2262.71533,1.16E-29,0.12,0.7,-0.001388,5049.6114,7,5
2262.723826,2.62E-24,0.071,0.73,-0.003928,3238.0506,107,109
2262.724455,1.15E-29,0.085,0.74,-0.003213,5026.3022,69,69
2262.7343,9.07E-29,0.069,0.72,-0.003888,2719.9029,119,119
2262.737886,3.08E-27,0.09,0.73,-0.002951,4630.9959,55,57
2262.748009,6.98E-29,0.105,0.68,-0.002261,4862.7517,25,25
2262.763569,1.51E-30,0.101,0.69,-0.002302,5924.3972,33,31
2262.794457,1.19E-29,0.066,0.69,-0.004093,3324.6072,141,141
2262.79919,8.65E-27,0.103,0.68,-0.00257,4092.5079,27,29
2262.812801,7.95E-29,0.107,0.68,-0.002207,4853.3081,23,23
2262.817002,2.16E-29,0.105,0.68,-0.002022,5270.2652,25,23
2262.817679,2.23E-29,0.069,0.71,-0.00229,4108.4817,123,121
2262.817764,5.76E-30,0.079,0.75,-0.00221,4530.1508,83,85
2262.832096,3.94E-30,0.095,0.72,-0.00279,5106.5367,47,47
2262.849953,3.94E-29,0.091,0.73,-0.002985,2278.6267,55,53
2262.852084,7.70E-30,0.118,0.69,-0.001457,5250.1612,9,7
2262.862444,3.22E-30,0.104,0.68,-0.002093,5728.6841,27,25
2262.862607,1.33E-29,0.099,0.7,-0.002438,5470.0529,37,35
